Neighborhood,Neighborhood_real,Venue Category,Venue,Neighborhood_Latitude,Neighborhood_Longitude,location_address,location_crossStreet,location_postalCode,id,location_city,location_state,categories_name,categories_pluralName,categories_shortName,location_neighborhood,cluster_label
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Grocery,M&S Foodhall,51.44534118,-0.20569297,227 Wimbledon Park Rd,,SW18 5RJ,56e2e8d8498e68353acb93c0,Southfields,Greater London,Grocery Store,Grocery Stores,Grocery Store,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Education,Georgraphy,51.444595,-0.19722,,,SW18 5JU,57e26115498e6882f219a142,London,Greater London,Middle School,Middle Schools,Middle School,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Education,Spanish,51.444971,-0.196336,,,SW18 5JU,57e4e9aa498ec6a0ca8ac783,London,Greater London,Middle School,Middle Schools,Middle School,,13
Tooting / Wandsworth / Wimbldon / Putney,Wandsworth,Education,PE,51.445369,-0.197399,,,SW18 5JU,57eb9a13cd108335b6372ee5,London,Greater London,Middle School,Middle Schools,Middle School,,13
Hoxton,Wapping,Nightlife,The Dickens Inn,51.50684841,-0.070638773,"Marble Quay, St Katherine's Way",St Katharine's Dock,E1W 1UH,4ac518c3f964a5202fa420e3,London,Greater London,Pub,Pubs,Pub,,10
Hoxton,Wapping,Restaurant,Bravas Tapas,51.5075813,-0.071617255,St Katherine Dock,East Smithfield,E1W 1AT,531ccb56498ed12bc9f9e5a0,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,10
Hoxton,Wapping,Grocery,Tesco Express,51.5071988,-0.0739725,St Katharines Way,,E1W 1LE,5332d2c2498e49c84573186a,London,Greater London,Grocery Store,Grocery Stores,Grocery Store,,10
Harrow,Watford,Education,"St Josephs School, South Oxhey",51.62239208,-0.389083378,,,,4fe1db20e4b03c304ea169f2,,,Middle School,Middle Schools,Middle School,,21
Harrow,Watford,Movie Theater,Control Tower@ Levesden Studios,51.69143978,-0.419460117,,,,508953bde4b0eee638720f54,,,Movie Theater,Movie Theaters,Movie Theater,,21
Harrow,Watford,Education,Parkgate Junior School,51.67526881,-0.395192796,,,WD24 7DN,50a110bce4b0d60e8f2979ee,,,Middle School,Middle Schools,Middle School,,21
Harrow,Watford,Restaurant,The Bratwurst,51.6422,-0.420143,,,,50c240b6e4b0fe852ca01343,,,German Restaurant,German Restaurants,German,,21
Harrow,Watford,Education,Nascot School,51.67041209,-0.410070564,Nascot Wood Rd,,WD17 4YS,52131ac711d284d4a29593d2,Watford,Hertfordshire,Elementary School,Elementary Schools,Elementary School,,21
Harrow,Watford,Hotel,Costco Food Court,51.66367084,-0.361404178,Hartspring Ln,,WD25 8JS,5235bcdb11d20ca11fdf1fca,Watford,Hertfordshire,Food Court,Food Courts,Food Court,,21
Harrow,Watford,Nightlife,Hydeout,51.657601,-0.400141,46 The Parade,,WD17 1AY,572e7a1a498eb62981fc906c,Watford,Hertfordshire,Nightclub,Nightclubs,Nightclub,High Street,21
Harrow,Watford,Health,Childrens Emergency Department,51.648063,-0.403677,Watford General Hospital,,W D18,59873acda5a31517f814f47c,Watford,Hertfordshire,Emergency Room,Emergency Rooms,Emergency Room,,21
Harrow,Watford,Movie Theater,Cineworld Watford,51.656208,-0.39610326,Intu Watford,,WD17 2RX,5c142869396de0002cbc7a9a,Watford,Hertfordshire,Multiplex,Multiplexes,Cineplex,,21
Ealing / Wembley / Acton / Chiswick,Wembley,Hotel,The Fifth Floor,51.50170107,-0.159600922,109-125 Knightsbridge,,SW1X 7RJ,4ac518d7f964a52069a820e3,London,Greater London,Food Court,Food Courts,Food Court,Brompton,0
Ealing / Wembley / Acton / Chiswick,Wembley,Breakfast,McDonald's,51.56161659,-0.28130863,126 Wembley Park Drive,126 Wembley Pk Dr,HA9 8TS,4b02abd8f964a520544922e3,Wembley,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,33
Ealing / Wembley / Acton / Chiswick,Wembley,Education,British College Of Bcom Osteopathic Medicine,51.547625,-0.178047,,,,4bbde92a8ec3d13a30981c28,,,School,Schools,School,,27
Ealing / Wembley / Acton / Chiswick,Wembley,Snacks,Subway,51.57064003,-0.295007002,"207 Preston Road, Wembley",,HA9 8NF,4d876a5c651041bd27159b30,London,,Sandwich Place,Sandwich Places,Sandwiches,,33
Ealing / Wembley / Acton / Chiswick,Wembley,Education,Salusbury Primary School,51.53592158,-0.205576171,,,,4df638a245dd4e26934967bc,London,Greater London,Elementary School,Elementary Schools,Elementary School,,27
Ealing / Wembley / Acton / Chiswick,Wembley,Restaurant,Nilsson's Brasserie,51.562731,-0.278476,,,N13,4f9144a7e4b04c93d56bed40,,,German Restaurant,German Restaurants,German,,33
Ealing / Wembley / Acton / Chiswick,Wembley,Education,Devonshire House Prep School,51.5532559,-0.177805283,,,,4fbd05c0e4b05c99c45460da,,,Middle School,Middle Schools,Middle School,,27
Ealing / Wembley / Acton / Chiswick,Wembley,Education,Mora Primary School,51.559054,-0.225289,,,,50617624e4b0b594d0b996a9,,,Middle School,Middle Schools,Middle School,,33
Ealing / Wembley / Acton / Chiswick,Wembley,Movie Theater,The Odean,51.55639724,-0.303065443,Streatham High Road,,,50cb86b5e4b05e3eeeef0200,Greater London,Greater London,Multiplex,Multiplexes,Cineplex,,12
Ealing / Wembley / Acton / Chiswick,Wembley,Market,Clifton Greens,51.52567078,-0.179267067,,,,510d3047e4b0c5028b0b717a,,,Farmers Market,Farmers Markets,Farmer's Market,,27
Ealing / Wembley / Acton / Chiswick,Wembley,Education,Buxlow Prepartory School,51.56159891,-0.296047102,,,,512e4dbce4b0dd81e5e0e664,,,Elementary School,Elementary Schools,Elementary School,,12
Ealing / Wembley / Acton / Chiswick,Wembley,Movie Theater,Cineworld,51.55687269,-0.283228083,107 London Designer Outlet,Wembley Park Boulevard,HA9 0FD,526b306a11d23d00944c63ef,Wembley,Greater London,Multiplex,Multiplexes,Cineplex,,33
Ealing / Wembley / Acton / Chiswick,Wembley,Restaurant,karoga club,51.577517,-0.287839,,,,542c56f4498eabd819d603c7,,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,33
Ealing / Wembley / Acton / Chiswick,Wembley,Movie Theater,Stage 1 Black Island Studios,51.52384145,-0.274793601,,,,54f60be4498ea9382c0ee87d,,,Movie Theater,Movie Theaters,Movie Theater,,12
Ealing / Wembley / Acton / Chiswick,Wembley,Movie Theater,Alva Studio West,51.531606,-0.266738,,,,569ff318498ebcce46698537,,,Movie Theater,Movie Theaters,Movie Theater,,12
Ealing / Wembley / Acton / Chiswick,Wembley,Education,Lycee International de Londres Winston Churchill,51.56607033,-0.274034309,,,HA9,5775239c498ea7a0b05a9266,Wembley,Greater London,School,Schools,School,,33
Chelsea / Earl's Court / Fulham ,West Brompton,Breakfast,Fluid Juice Bar,51.48536506,-0.181952343,207 Fulham Road,,SW10 9PJ,4ac518baf964a520d0a120e3,London,Greater London,Soup Place,Soup Places,Soup,,20
Chelsea / Earl's Court / Fulham ,West Brompton,Health,Chelsea and Westminster Hospital,51.48483069,-0.182275089,369 Fulham Rd,,SW10 9NH,4b52fb99f964a520f08b27e3,London,Greater London,Hospital,Hospitals,Hospital,,20
Chelsea / Earl's Court / Fulham ,West Brompton,Restaurant,Le Pascalou,51.48578708,-0.181162797,355 Fulham Road,Kensington,SW10 9TW,4b6598c2f964a520d5f52ae3,London,Greater London,French Restaurant,French Restaurants,French,,20
Chelsea / Earl's Court / Fulham ,West Brompton,Movie Theater,Picturehouse Fulham Road,51.487164,-0.17948471,142 Fulham Road,,SW10 9QR,5ded249274fd610008616fdb,London,Greater London,Multiplex,Multiplexes,Cineplex,Kensington and Chelsea,20
Uxbridge / Hillingdon / Hayes,West Drayton,Breakfast,McDonald's,51.48194619,-0.480722104,400 Bath Rd,,UB7 0EA,4c336523a0ced13a8d8b166e,London,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,14
Holborn / Clerkenwell / Soho (SE),West End,Market,The Rock & Sole Plaice,51.51490108,-0.125087005,47 Endell St,,WC2H 9AJ,4b0f105af964a520b65e23e3,London,Greater London,Fish & Chips Shop,Fish & Chips Shops,Fish & Chips,,37
Holborn / Clerkenwell / Soho (SE),West End,Entertainment,Vyclone,51.51309807,-0.127440159,21 Tower Street,,,4f4f5e2fe4b0f022a069b46e,,,Theme Park,Theme Parks,Theme Park,,37
Holborn / Clerkenwell / Soho (SE),West End,Restaurant,Parsons,51.514657,-0.124913,39 Endell St,,WC2H 9BA,5a3436c5f8cbd40efcc089f0,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,37
Westminster,Westminster,Nightlife,Tiger Tiger,51.50959591,-0.132838947,29 The Haymarket,,SW1Y 4SP,4ac518bbf964a52045a220e3,London,Greater London,Nightclub,Nightclubs,Nightclub,,0
Westminster,Westminster,Park,St James's Park,51.50325316,-0.132994652,The Mall,Horse Guards Rd,SW1A 2BJ,4ac518cdf964a520f2a520e3,London,Greater London,Park,Parks,Park,,0
Westminster,Westminster,Restaurant,La Poule au Pot,51.49086426,-0.152700734,231 Ebury St,,SW1W 8UT,4ac518d4f964a520bca720e3,London,Greater London,French Restaurant,French Restaurants,French,,0
Westminster,Westminster,Hotel,Bistro,51.49860297,-0.136855358,54 Buckingham Gate,,SW1E 6AF,4ac518e1f964a52042aa20e3,London,Greater London,Bistro,Bistros,Bistro,Westminster,0
Westminster,Westminster,Restaurant,Sweetings,51.51244166,-0.092723475,39 Queen Victoria St.,at Queen St.,EC4N 4SF,4ac518e6f964a52009ab20e3,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,10
Westminster,Westminster,Breakfast,McDonald's,51.50895636,-0.124724601,34-35 Strand,,WC2N 5HZ,4b44869ff964a52007f625e3,London,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,37
Westminster,Westminster,Restaurant,olivomare,51.49631065,-0.147476005,10 Lower Belgrave St.,,SW1W 0LJ,4b508eabf964a520402727e3,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,0
Westminster,Westminster,Nightlife,The Edgar Wallace,51.51258528,-0.112819113,40 Essex St,,WC2R 3JE,4b634d25f964a520b0702ae3,London,Greater London,Pub,Pubs,Pub,,37
Westminster,Westminster,Park,Green Park,51.5046556,-0.143787861,Piccadilly,Constitution Hill,SW1A 1BW,4b96b2bbf964a520c2de34e3,London,Greater London,Park,Parks,Park,,0
Westminster,Westminster,Market,Covent Garden Market,51.51197663,-0.122798717,The Piazza,,WC2E 8RF,4ba6419bf964a520b23f39e3,London,Greater London,Shopping Plaza,Shopping Plazas,Shopping Plaza,,37
Westminster,Westminster,Nightlife,Buckingham Arms,51.499169,-0.136858,62 Petty France,Buckingham Gate,SW1H 9EU,4bc8964015a7ef3b8e617bda,City of Westminster,Greater London,Pub,Pubs,Pub,,0
Westminster,Westminster,Market,Laughing Halibut,51.496635,-0.133882,38 Strutton Ground,,SW1P 2HR,4bed4c1e6e8c20a1ae1f7061,London,Greater London,Fish & Chips Shop,Fish & Chips Shops,Fish & Chips,Westminster,0
Westminster,Westminster,Education,City of London School,51.51095511,-0.098534381,Queen Victoria Street,,,4c16438677cea5933c62d360,London,Greater London,High School,High Schools,High School,,10
Westminster,Westminster,Market,Pimlico Road Farmers' Market,51.49077351,-0.152754388,Pimlico Rd,,SW1W 8UT,4c416b42cc410f471d38ab61,London,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,0
Westminster,Westminster,Breakfast,Strutton Ground Market,51.49678247,-0.133717262,Strutton Ground,,SW1,4c84b19e74d7b60c2c2395d8,London,Greater London,Street Food Gathering,Street Food Gatherings,Street Food Gathering,,0
Westminster,Westminster,Restaurant,Ristorante Bon Gustó,51.49908904,-0.13779717,77 Buckingham Gate,,SW1E 6PD,4dd3ba3245dd98b61e72f551,City of Westminster,Greater London,Italian Restaurant,Italian Restaurants,Italian,,0
Westminster,Westminster,Movie Theater,Sainsbury Wing Theatre,51.50835516,-0.129647255,Trafalgar Sq,,WC2N 5DN,4e3985fcbd418bd4ba44e452,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,,37
Westminster,Westminster,Breakfast,Ditsch,51.49588965,-0.143643022,London Victoria Railway Station,Terminus Pl,SW1V 1JU,4e7af75f1fc764266b744e87,London,Greater London,Snack Place,Snack Places,Snacks,,0
Westminster,Westminster,Hotel,Food Quarter,51.51111961,-0.139474869,Heddon St,Regent St,W1,4ebbdcb38231dffdaf481140,City of Westminster,Greater London,Food Court,Food Courts,Food Court,,0
Westminster,Westminster,Nightlife,spanish callejon,51.50852966,-0.134776995,babmaes street,,,4faee3e0e4b06952dfab24bb,London,Greater London,Other Nightlife,Other Nightlife,Nightlife,,0
Westminster,Westminster,Restaurant,Xo Restaurant,51.51346629,-0.183044929,,,,501391e7e4b0c3be974338e1,,,Spanish Restaurant,Spanish Restaurants,Spanish,,20
Westminster,Westminster,Education,Fairley House School,51.49038438,-0.13103801,30 Causton Street,,SW1P 4AU,5045d9c5e4b074114565346f,London,Greater London,Middle School,Middle Schools,Middle School,,0
Westminster,Westminster,Restaurant,Kaspar's Seafood Bar and Grill,51.50963725,-0.120055676,Savoy Hotel,Strand,WC2R 0EU,5176df2be4b064605a3d9076,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,,37
Westminster,Westminster,Breakfast,pacios skaniausios burokeliu sriubos planetoj,51.513491,-0.190652,,,,519793b2498e336c80770677,,,Soup Place,Soup Places,Soup,,20
Westminster,Westminster,Restaurant,Ibérica Victoria,51.49729346,-0.13812745,68 Victoria St,,SW1E 6SQ,55eae15c498eadce48ff9470,London,Greater London,Tapas Restaurant,Tapas Restaurants,Tapas,,0
Westminster,Westminster,Nightlife,The Cheshire Cheese,51.5125314,-0.113177533,5 Little Essex St,,WC2R 3LD,566af633498eadbfb1b6ec53,London,Greater London,Pub,Pubs,Pub,City of Westminster,37
Westminster,Westminster,Market,Food Basics (Oriental Supermarket),51.51108583,-0.187173124,28 Queensway,,,5682c8b3498e3605c7f04ef6,London,Greater London,Market,Markets,Market,,20
Westminster,Westminster,Restaurant,School Kitchen,51.55281,-0.17175391,,,,5746ea35498ea2734898b873,,,Comfort Food Restaurant,Comfort Food Restaurants,Comfort Food,,27
Westminster,Westminster,Breakfast,Bleecker Burger,51.49675431,-0.14467174,205 Victoria St,,SW1E 5NE,58861acb5da8f435c0800e4b,London,Greater London,Burger Joint,Burger Joints,Burgers,,0
Westminster,Westminster,Restaurant,The Oystermen - Seafood Bar & Kitchen,51.5112591,-0.123550563,32 Henrietta St,,WC2E 8NA,595d3f04e1f0aa62662a2399,London,Greater London,Seafood Restaurant,Seafood Restaurants,Seafood,City of Westminster,37
Westminster,Westminster,Entertainment,Salsa!,51.51088306,-0.114147142,Temple Place,,WC2R 2PH,59b190365d891b3e5527d3de,London,Greater London,Salsa Club,Salsa Clubs,Salsa Club,,37
Westminster,Westminster,Breakfast,Hoorays German Hot Dogs,51.511919,-0.12209,Covent Garden,,WC2E 8RE,5a44f2cb2b98442bd7fbf450,London,Greater London,Hot Dog Joint,Hot Dog Joints,Hot Dogs,,37
Westminster,Westminster,Market,Eccleston Yards,51.493768,-0.148777,,,SW1W 9QU,5aeaf14d95d986002c3ba696,London,Greater London,Market,Markets,Market,,0
Westminster,Westminster,Hotel,Market Hall Victoria,51.496378,-0.144286,191 Victoria St,,SW1E 5NE,5be47c62d8096e002c130ec6,London,Greater London,Food Court,Food Courts,Food Court,City of Westminster,0
Westminster,Westminster,Liquer,Munich Cricket Club,51.49813,-0.132441,1 Abbey Orchard St,,SW1H 0EX,5d1e64d539523100239e3f17,London,Greater London,Beer Bar,Beer Bars,Beer Bar,,0
Westminster,Westminster,Breakfast,McDonald's,51.496618,-0.140628,155 VICTORIA STREET,,SW1E 5NA,5d2f0f339947ea0007caf4a5,London,Greater London,Fast Food Restaurant,Fast Food Restaurants,Fast Food,,0
Westminster,Westminster,Grocery,Popin,51.489418,-0.13365951,Rampayne St (Entrance 2),Bessborough Street,SW1V 2JA,5dfbe38daec91e00071a242c,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,0
Westminster,Westminster,Hotel,The Food Terrace,51.495007,-0.144858,115 Buckingham Palace Rd,,SW1V 1JT,5fef0431e2fbad28fbdc28fc,London,Greater London,Food Court,Food Courts,Food Court,,0
Enfield / Upper Edmonton / Barnet,Whetstone,Child Care,Academy 4 Kids Day Nursery,51.62524,-0.1692612,209 Friern Barnet Lane,,N20 0NG,56bcc1b7498e5a4545f49e90,London,Greater London,Daycare,Daycares,Daycare,,30
Kentish Town / Islington / Barnsburry,Whitecross St,Breakfast,Whitecross Street Market,51.52348342,-0.09317373,Whitecross St,,EC1Y 8JA,4ac518eef964a52021ad20e3,London,Greater London,Street Food Gathering,Street Food Gatherings,Street Food Gathering,,10
Hoxton,Whitecross St,Hotel,Soppka,51.5235,-0.093362,Whitecross St.,,,50892359e4b07c16d265ab0f,,,Food Truck,Food Trucks,Food Truck,,10
Hoxton,Whitecross St,Breakfast,Loop The Loop,51.52332068,-0.093153784,Whitecross Street Market,,,53b69b50498e8cb57226967b,,,Soup Place,Soup Places,Soup,,10
Hampstead / Kilburn / Belsize Park,Willesden,Park,Roundwood Park,51.54281129,-0.241490219,Harlesden Rd.,,NW10 3UN,4ac518ebf964a5202aac20e3,Willesden,Greater London,Park,Parks,Park,,33
Hampstead / Kilburn / Belsize Park,Willesden,Movie Theater,Lexi Cinema,51.53768141,-0.22248162,194b Chamberlayne Rd,,NW10 3JU,4af33efdf964a5201aec21e3,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,,33
Hampstead / Kilburn / Belsize Park,Willesden,Restaurant,Centro Galego,51.53223374,-0.236862533,869 Harrow Rd,,NW10 5NG,4b77f5e8f964a52042b02ee3,London,Greater London,Spanish Restaurant,Spanish Restaurants,Spanish,,33
Hampstead / Kilburn / Belsize Park,Willesden,Library,Willesden Green Library Centre,51.54683048,-0.22871298,95 High Rd,,NW10 2SF,4decb782c65be8091dde7cc7,Willesden,Greater London,Library,Libraries,Library,,33
Hampstead / Kilburn / Belsize Park,Willesden,Nightlife,Abbey Manor,51.532455,-0.275648,28 Abbey Road,,NW10 7SB,508c2ee3e4b0499bc6d456c4,London,Greater London,Other Nightlife,Other Nightlife,Nightlife,,12
Hampstead / Kilburn / Belsize Park,Willesden,Caf�,Cable co.,51.534523,-0.219284,101 Chamberlyne Rd,,NW10 3NR,52ff4a4a11d2d9d9ef1131fe,London,Greater London,Coffee Shop,Coffee Shops,Coffee Shop,,27
Hampstead / Kilburn / Belsize Park,Willesden,Market,Harlesden Fresh Fish,51.536092,-0.245871,,,NW10 4NT,57d5573b498eb593438e284f,London,Greater London,Fish Market,Fish Markets,Fish Market,,33
Hampstead / Kilburn / Belsize Park,Willesden,Market,John's,51.552753,-0.238206,,,NW10 1NU,5ef7524518cbdf00081e79e3,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,33
Hampstead / Kilburn / Belsize Park,Willesden,Market,Al Sham Market,51.547888,-0.236431,,,NW10 2NX,6023fa44c9683c149a573813,London,Greater London,Fruit & Vegetable Store,Fruit & Vegetable Stores,Fruit & Vegetable Store,,33
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Liquer,Po Na Na Souk Bar,51.41956569,-0.201775659,82 The Broadway,,SW19 1RH,4ac518bef964a5200ba320e3,Wimbledon,Greater London,Bar,Bars,Bar,,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Movie Theater,Odeon,51.41987024,-0.204848364,"39 The Broadway, The Crescent",,SW19 1QB,4ad10c43f964a5203bdc20e3,London,Greater London,Multiplex,Multiplexes,Cineplex,,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Breakfast,The Windmill Tea Rooms,51.43787218,-0.231728219,Windmill Rd,,SW19 5NQ,4b2e385df964a52068dd24e3,London,Greater London,Food And Breakfast Spot,Food And Breakfast Spots,Food And Breakfast,,26
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Park,Wimbledon Common,51.43399923,-0.232601166,Windmill Rd,,SW19 5NR,4b360daef964a520df2f25e3,London,Greater London,Park,Parks,Park,,26
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Education,Ranyes Park High School,51.4033075,-0.237357313,Bushey roas,,Sw20 0jl,4bb2480c4019a593eb9e36b8,Kingston,Greater London,High School,High Schools,High School,,2
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Health,Parkside Hospital,51.43583692,-0.22166707,53 Parkside,,SW19 5NX,4c08dc68009a0f47f5b2e6bf,Wimbledon,Greater London,Hospital,Hospitals,Hospital,,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Education,Wimbledon Chase Primary School,51.41264523,-0.211982813,Merton Hall Rd,,SW19 3QB,4c91cc922626a1cd9244356b,Greater London,Greater London,Elementary School,Elementary Schools,Elementary School,,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Movie Theater,Curzon Wimbledon,51.42034641,-0.205230832,"Second Floor, 23 The Broadway",2nd Fl.,SW19 1RE,4d60286e29ef236a90d5a159,London,Greater London,Movie Theater,Movie Theaters,Movie Theater,,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Market,Wimbledon Farmers' Market,51.43860628,-0.196262071,5-45 Havana Rd,,SW19 8EJ,4da963741e72c1ab9bd9eeec,London,Greater London,Farmers Market,Farmers Markets,Farmer's Market,,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Restaurant,Chango,51.424594,-0.216447,12 Wimbledon Village,,,56a36bb8498e9156daf56ed8,London,Greater London,Argentinian Restaurant,Argentinian Restaurants,Argentinian,Wimbledon Village,13
Tooting / Wandsworth / Wimbldon / Putney,Wimbledon,Grocery,Zéro Waste Supermarket,51.413284,-0.182986,"Unit 7, Apprentice Shop",14 Watermill Way,SW19 2RD,5cb8a75b46e1b6002c5f20b4,London,Greater London,Organic Grocery,Organic Groceries,Organic Grocery,,13
